player_id,avg,ab,do,tr,hr,rbi,bb,so,sb,cs,slg,obp,deck,team
2395,0.278,557,36,6,21,77,86,64,16,8,0.478,0.387,1998,Minnesota Twins
2397,0.324,299,16,3,0,29,9,51,9,7,0.398,0.344,1998,Tampa Bay Devil Rays
2406,0.287,129,6,0,8,24,21,34,0,0,0.519,0.385,1998,Boston Red Sox
2408,0.256,313,15,3,8,45,17,44,2,1,0.399,0.304,1998,Philadelphia Phillies
2417,0.282,600,31,6,12,64,87,80,54,10,0.413,0.371,1998,Cleveland Indians
2420,0.284,489,21,1,34,106,30,85,5,3,0.54,0.328,1998,Atlanta Braves
2423,0.316,434,29,0,6,54,42,47,9,6,0.424,0.382,1998,Milwaukee Brewers
2429,0.278,209,15,1,6,29,15,36,8,2,0.445,0.342,1998,Kansas City Royals
2432,0.321,109,8,0,1,13,13,12,0,1,0.422,0.39,1998,Oakland Athletics
2433,0.293,75,6,1,1,11,7,11,0,0,0.44,0.354,1998,Philadelphia Phillies
2440,0.244,254,18,1,4,20,28,42,6,2,0.37,0.318,1998,St. Louis Cardinals
2445,0.322,556,46,1,29,102,106,96,1,1,0.565,0.429,1998,Seattle Mariners
2451,0.264,87,9,1,0,7,13,21,1,0,0.391,0.363,1998,Chicago Cubs
2452,0.281,531,33,1,28,123,61,83,2,1,0.505,0.355,1998,New York Yankees
2457,0.273,275,15,0,3,32,37,47,2,1,0.36,0.359,1998,San Francisco Giants
2459,0.292,614,38,7,7,59,41,107,19,10,0.41,0.335,1998,Tampa Bay Devil Rays
2464,0.284,564,33,0,19,81,79,118,7,2,0.443,0.371,1998,Tampa Bay Devil Rays
2466,0.299,509,21,0,70,147,162,155,1,0,0.752,0.47,1998,St. Louis Cardinals
2475,0.277,213,12,0,5,35,19,32,1,4,0.404,0.336,1998,Boston Red Sox
2479,0.299,97,7,0,1,12,11,17,0,0,0.402,0.373,1998,Chicago Cubs
2490,0.279,580,26,5,30,90,30,112,16,10,0.497,0.316,1998,Los Angeles Dodgers
2493,0.296,582,20,4,8,53,72,84,13,1,0.385,0.38,1998,Chicago Cubs
2496,0.309,472,27,2,1,40,32,52,1,0,0.381,0.35,1998,Kansas City Royals
2498,0.308,39,2,0,2,7,4,8,0,0,0.513,0.372,1998,Baltimore Orioles
2500,0.294,534,27,0,9,59,79,83,3,3,0.395,0.383,1998,San Francisco Giants
2504,0.246,171,10,0,4,20,17,36,0,1,0.374,0.312,1998,San Diego Padres
2517,0.297,448,6,6,1,20,44,56,37,7,0.344,0.361,1998,Minnesota Twins
2521,0.257,175,9,0,4,18,10,33,0,0,0.377,0.3,1998,Chicago White Sox
2522,0.27,611,36,8,23,83,36,108,2,2,0.468,0.314,1998,Boston Red Sox
2523,0.317,602,40,2,24,116,57,103,15,1,0.51,0.372,1998,New York Yankees
2525,0.315,607,28,13,7,66,89,96,45,12,0.438,0.403,1998,Kansas City Royals
2528,0.354,557,36,4,22,93,96,73,2,2,0.551,0.447,1998,New York Mets
2535,0.282,535,25,2,14,65,28,53,9,7,0.415,0.326,1998,Chicago White Sox
2539,0.277,278,20,0,9,46,39,72,1,0,0.446,0.371,1998,Minnesota Twins
2547,0.321,165,7,2,0,21,20,11,5,4,0.388,0.395,1998,Anaheim Angels
2548,0.296,619,26,1,43,121,79,91,11,7,0.565,0.379,1998,Baltimore Orioles
2549,0.278,572,27,2,34,119,48,134,8,2,0.51,0.333,1998,Kansas City Royals
2560,0.336,149,12,0,6,32,15,28,1,1,0.537,0.404,1998,Atlanta Braves
2562,0.274,647,25,9,9,59,38,70,5,6,0.382,0.313,1998,Colorado Rockies
2570,0.328,561,38,1,32,111,58,80,1,0,0.57,0.39,1998,New York Mets
2579,0.268,358,23,0,17,63,47,92,0,1,0.475,0.35,1998,New York Yankees
2582,0.275,69,9,1,2,18,2,20,0,0,0.522,0.296,1998,New York Mets
2590,0.29,321,13,1,5,47,55,49,8,3,0.383,0.395,1998,New York Yankees
2592,0.294,571,35,2,45,145,76,121,5,3,0.599,0.377,1998,Cleveland Indians
2596,0.331,118,9,0,2,12,5,16,0,0,0.458,0.368,1998,Florida Marlins
2597,0.29,259,17,1,9,39,37,57,0,0,0.467,0.377,1998,Colorado Rockies
2604,0.282,517,18,2,3,31,48,78,41,22,0.342,0.347,1998,Florida Marlins
2620,0.31,686,35,5,42,124,45,121,46,13,0.56,0.36,1998,Seattle Mariners
2624,0.321,579,40,4,21,91,32,88,9,0,0.513,0.358,1998,Texas Rangers
2629,0.29,601,45,4,31,110,93,141,14,7,0.532,0.391,1998,Philadelphia Phillies
2639,0.3,463,28,1,26,88,90,100,0,1,0.533,0.41,1998,Anaheim Angels
2642,0.285,316,14,2,2,30,16,47,0,0,0.361,0.325,1998,San Francisco Giants
2647,0.31,29,5,0,0,4,1,6,0,0,0.483,0.333,1998,Toronto Blue Jays
2654,0.314,169,7,2,3,20,25,32,4,2,0.432,0.421,1998,Philadelphia Phillies
2655,0.305,522,36,1,19,84,49,80,3,1,0.487,0.359,1998,Seattle Mariners
2660,0.31,174,14,1,11,35,6,42,1,1,0.592,0.344,1998,Cleveland Indians
2664,0.302,437,27,2,22,85,95,46,22,7,0.524,0.428,1998,Los Angeles Dodgers
2672,0.296,186,11,0,16,46,24,47,0,1,0.613,0.381,1998,Texas Rangers
2676,0.276,370,15,3,11,55,34,110,5,3,0.422,0.343,1998,Tampa Bay Devil Rays
2686,0.308,643,20,0,66,158,73,171,18,9,0.647,0.377,1998,Chicago Cubs
2689,0.273,384,27,4,4,43,45,62,11,2,0.396,0.356,1998,Houston Astros
2696,0.294,523,33,1,26,106,59,93,8,3,0.511,0.37,1998,Oakland Athletics
2702,0.242,422,25,2,14,54,38,89,0,1,0.41,0.31,1998,Minnesota Twins
2705,0.279,516,29,3,12,55,67,77,51,18,0.417,0.377,1998,Toronto Blue Jays
2707,0.259,274,14,1,11,34,35,74,0,1,0.438,0.353,1998,Arizona Diamondbacks
2715,0.279,573,34,1,22,92,49,81,9,7,0.457,0.332,1998,Baltimore Orioles
2720,0.259,282,18,0,8,35,24,38,2,3,0.408,0.32,1998,Kansas City Royals
2725,0.287,0.202,16,2,8,26,24,57,7,3,0.505,0.367,1998,St. Louis Cardinals
2726,0.278,431,27,0,11,72,52,93,1,0,0.418,0.352,1998,Cincinnati Reds
2733,0.293,440,34,2,30,85,90,141,1,0,0.584,0.413,1998,Cleveland Indians
2741,0.286,199,18,1,12,35,16,45,0,2,0.568,0.338,1998,Tampa Bay Devil Rays
2750,0.279,129,13,1,5,20,22,34,0,0,0.512,0.382,1998,San Diego Padres
2751,0.253,221,13,0,7,33,17,45,2,2,0.407,0.309,1998,Boston Red Sox
2752,0.272,573,28,4,50,119,79,121,11,4,0.597,0.363,1998,San Diego Padres
2753,0.337,609,31,2,40,115,61,144,0,0,0.591,0.402,1998,Boston Red Sox
2761,0.311,637,39,7,7,45,54,46,22,16,0.427,0.386,1998,Milwaukee Brewers
2763,0.288,576,30,6,2,50,62,64,37,12,0.372,0.358,1998,Cleveland Indians
2767,0.257,338,15,2,6,46,30,68,1,1,0.367,0.317,1998,Anaheim Angels
2768,0.363,454,46,3,23,67,64,61,14,4,0.63,0.445,1998,Colorado Rockies
2769,0.316,528,41,3,12,62,47,65,19,7,0.473,0.372,1998,Minnesota Twins
2777,0.285,309,16,0,10,46,15,38,0,0,0.434,0.317,1998,Baltimore Orioles
2779,0.28,347,18,2,0,27,59,53,7,1,0.434,0.386,1998,Atlanta Braves
2786,0.279,563,32,1,22,85,42,102,22,8,0.456,0.335,1998,Arizona Diamondbacks
2789,0.3,357,21,2,17,58,30,57,16,7,0.513,0.363,1998,Montreal Expos
2790,0.283,226,14,0,6,29,29,60,2,1,0.425,0.372,1998,Cleveland Indians
2793,0.339,499,30,5,26,97,74,81,15,9,0.575,0.422,1998,New York Yankees
2794,0.305,266,19,2,10,44,17,48,11,5,0.504,0.352,1998,Atlanta Braves
2798,0.252,325,17,1,9,44,24,56,2,1,0.394,0.308,1998,Seattle Mariners
2799,0.322,90,6,0,2,12,4,8,2,4,0.456,0.354,1998,Cleveland Indians
2801,0.278,338,9,9,1,17,29,69,26,12,0.367,0.337,1998,Tampa Bay Devil Rays
2804,0.282,655,26,7,3,45,38,94,58,8,0.357,0.319,1998,Pittsburgh Pirates
2813,0.31,536,48,1,14,83,47,94,2,4,0.481,0.364,1998,Cincinnati Reds
2814,0.285,452,24,1,8,43,45,32,42,13,0.396,0.355,1998,Los Angeles Dodgers
2815,0.27,592,40,2,27,108,44,127,15,7,0.481,0.328,1998,Pittsburgh Pirates
2817,0.276,392,18,2,13,66,41,58,3,4,0.431,0.345,1998,Texas Rangers
1105,0.38,602,47,7,40,149,87,65,2,,0.679,0.459,1929,Chicago Cubs
1044,0.319,518,19,7,4,80,68,27,33,,0.405,0.4,1919,Chicago White Sox
1191,0.282,394,9,3,0,34,51,25,11,,0.32,0.367,1919,Chicago White Sox
1036,0.319,474,24,10,3,71,70,24,57,,0.43,0.419,1906,Chicago Cubs
1068,0.255,533,17,6,1,51,36,22,49,,0.315,0.305,1906,Chicago Cubs
1214,0.233,523,18,4,1,64,43,39,30,,0.289,0.293,1906,Chicago Cubs
1235,0.345,574,30,5,39,159,78,83,3,,0.618,0.425,1929,Chicago Cubs
1053,0.36,509,29,7,15,102,66,56,43,,0.532,0.438,1929,Chicago Cubs
1099,0.344,413,32,6,13,91,41,46,1,,0.545,0.404,1935,Chicago Cubs
1102,0.341,666,57,6,7,83,42,29,6,,0.476,0.383,1935,Chicago Cubs
1133,0.275,342,22,4,3,62,10,13,1,,0.389,0.297,1935,Chicago Cubs
6017,0.241,519,33,1,1,59,42,39,3,,0.314,0.304,1935,Chicago Cubs
5008,0.202,84,2,0,2,8,9,13,1,,0.298,0.368,1935,Chicago Cubs
1126,0.293,434,14,4,21,73,41,42,4,,0.488,0.355,1935,Chicago Cubs
